twitter	name_first	name_middle	name_last	state	position	party	inactive 
BenCardinforMD	Ben		Cardin	Md.	Senator	Democrat	
BenDiamondFL	Ben		Diamond	Fla.	House Candidate	Democrat	
BenjaminLeder	Ben		Leder	Texas	House Candidate	Other	inactive 
BenjaminWHanson	Ben		Hanson	N.D.	House Candidate	Democrat	inactive 
BenJealous	Ben		Jealous	Md.	Gubernatorial Candidate	Democrat	inactive 
BenMcAdams	Ben		Mcadams	Utah	House Candidate	Democrat	inactive 
bennelson2012	Ben		Nelson	Neb.	Senator	Democrat	inactive 
benquayle	Ben		Quayle	Ariz.	House Representative	Republican	inactive 
benraylujan	Ben	Ray	Lujan	N.M.	House Representative	Democrat	inactive 
BenSalango	Ben		Salango	W.Va.	Gubernatorial Candidate	Democrat	inactive 
BenSasse	Ben		Sasse	Neb.	Senator	Republican	
bensigel	Ben		Sigel	Mass.	House Candidate	Democrat	inactive 
Cline4Virginia	Ben		Cline	Va.	House Candidate	Republican	
ElectBenBullock	Ben		Bullock	Ga.	House Candidate	Republican	inactive 
LariveeForAZ	Ben		Larivee	Ariz.	House Candidate	Democrat	
RealBenCarson	Ben		Carson	Md.	Administration Official	Republican	inactive 
RepBenCline	Ben		Cline	Va.	House Representative	Republican	
RepBenMcAdams	Ben		McAdams	Utah	House Representative	Democrat	inactive 
SecretaryCarson	Ben		Carson	D.C.	Administration Official	Republican	inactive 
SenatorCardin	Ben		Cardin	Md.	Senator	Democrat	
SenatorLujan	Ben	Ray	Lujan	N.M.	House Representative	Democrat	
SenBenNelson	Ben		Nelson	Neb.	Senator	Democrat	inactive 
SenSasse	Ben		Sasse	Neb.	Senator	Republican	
TeamSasse	Ben		Sasse	Neb.	Senate Candidate	Republican	
VanWinkle4TX23	Ben	Van	Winkle	Texas	House Candidate	Republican	inactive 
najimbenine	Benine		Hamdan	N.Y.	House Candidate	Democrat	
benjaminwolfBTW	Benjamin	Thomas	Wolf	Ill.	House Candidate	Democrat	inactive 
Holcomb4congres	Benjamin		Holcomb	Mo.	House Candidate	Republican	inactive 
ibenjaminhdz	Benjamin		Hernandez	Texas	House Candidate	Other	inactive 
BB4congress2018	Bennie		Bernal	Calif.	House Candidate	Republican	inactive 
BennieGThompson	Bennie		Thompson	Miss.	House Representative	Democrat	
BGThompsonMS	Bennie		Thompson	Miss.	House Candidate	Democrat	
BernieSanders	Bernard	Bernie	Sanders	Vt.	Presidential Candidate	Independent	
SenSanders	Bernard	Bernie	Sanders	Vt.	Senator	Independent	
berniemoreno	Bernie		Moreno	Ohio	Senate Candidate	Republican	
BethDoglio	Beth		Doglio	Wash.	House Candidate	Democrat	inactive 
BethforCongress	Beth		Parlato	N.Y.	House Candidate	Republican	inactive 
BethForIndiana	Beth		Henderson	Ind.	House Candidate	Republican	inactive 
BethHarwellTN	Beth		Harwell	Tenn.	Gubernatorial Candidate	Republican	inactive 
Bethvanduyne	Beth	Van	Duyne	Texas	House Candidate	Republican	
RepBethVanDuyne	Beth	Van	Duyne	Texas	House Representative	Republican	
BetoForCongress	Beto		O&#39;Rourke	Texas	House Representative	Democrat	inactive 
BetoORourke	Beto		O&#39;Rourke	Texas	Presidential Candidate	Democrat	inactive 
RepBetoORourke	Beto		O&#39;Rourke	Texas	House Representative	Democrat	inactive 
BetsyforIL	Betsy		Londrigan	Ill.	House Candidate	Democrat	inactive 
BetsyRaderOH	Betsy		Rader	Ohio	House Candidate	Democrat	inactive 
BetsySweetME	Betsy		Sweet	Maine	Senate Candidate	Democrat	inactive 
BettyMcCollum04	Betty		McCollum	Minn.	House Representative	Democrat	
BettySutton	Betty		Sutton	Ohio	House Representative	Democrat	inactive 
ncgovoffice	Bev		Perdue	N.C.	Governor	Democrat	inactive 
BevGoldstein	Beverly		Goldstein	Ohio	House Candidate	Republican	inactive 
BexarElections	Bexar	County	Elections	Texas	Local Agency	Other	inactive 
WhiteHouse	Biden-Harris	Presidential	Transition	D.C.	Presidential Candidate	Democrat	
AkGovBillWalker	Bill		Walker	Alaska	Governor	Independent	inactive 
Bill_4_Congress	Bill		Engelbrecht	Fla.	House Candidate	Republican	inactive 
Bill_Cimbrelo	Bill		Cimbrelo	Mass.	House Candidate	Democrat	inactive 
BillBryantWA	Bill		Bryant	Wash.	Gubernatorial Candidate	Republican	
BillCassidy	Bill		Cassidy	La.	Senator	Republican	
BillConnorSC	Bill		Connor	S.C.	Senate Candidate	Republican	inactive 
BilldeBlasio	Bill		deBlasio	N.Y.	Presidential Candidate	Democrat	inactive 
BillFloresTX	Bill		Flores	Texas	House Representative	Republican	inactive 
BillforPA14	Bill		Marx	Pa.	House Candidate	Democrat	inactive 
billgarlington	Bill		Garlington	Fla.	House Candidate	Other	inactive 
BillHagertyTN	Bill		Hagerty	Tenn.	Senate Candidate	Republican	
BillHaslam	Bill		Haslam	Tenn.	Governor	Republican	
BillHightowerAL	Bill		Hightower	Ala.	House Candidate	Republican	inactive 
billhuizenga	Bill		Huizenga	Mich.	House Candidate	Republican	
BillOwensNY	Bill		Owens	N.Y.	House Representative	Democrat	inactive 
BillPascrell	Bill		Pascrell	N.J.	House Representative	Democrat	
BillSchaferIowa	Bill		Schafer	Iowa	House Candidate	Republican	inactive 
BillWellsMayor	Bill		Wells	Calif.	House Candidate	Republican	inactive 
congbillposey	Bill		Posey	Fla.	House Representative	Republican	
EnyartforIL12	Bill		Enyart	Ill.	House Representative	Democrat	inactive 
Flores4Congress	Bill		Flores	Texas	House Representative	Republican	inactive 
Foster4Congress	Bill		Foster	Ill.	House Candidate	Democrat	
GovBillWeld	Bill		Weld	Mass.	Presidential Candidate	Republican	inactive 
Hughes4SJersey	Bill		Hughes	N.J.	House Candidate	Democrat	inactive 
JohnsonLeads	Bill		Johnson	Ohio	House Candidate	Republican	
MayorWild	Bill		Wild	Mich.	House Candidate	Democrat	inactive 
OBrienForNH	Bill		O&#39;Brien	N.H.	Senate Candidate	Republican	inactive 
PascrellforNJ	Bill		Pascrell	N.J.	House Representative	Democrat	
PoseyCampaign	Bill		Posey	Fla.	House Candidate	Republican	inactive 
realBillFawell	Bill		Fawell	Ill.	House Candidate	Republican	inactive 
RepBillEnyart	Bill		Enyart	Ill.	House Representative	Democrat	inactive 
RepBillFoster	Bill		Foster	Ill.	House Representative	Democrat	
RepBillJohnson	Bill		Johnson	Ohio	House Representative	Republican	
RepBillShuster	Bill		Shuster	Pa.	House Representative	Republican	inactive 
RepHuizenga	Bill		Huizenga	Mich.	House Representative	Republican	
SchuetteOnDuty	Bill		Schuette	Mich.	Gubernatorial Candidate	Republican	inactive 
SenatorHagerty	Bill		Hagerty	Tenn.	Senator	Republican	
SenBillCassidy	Bill		Cassidy	La.	Senator	Republican	
SenBillNelson	Bill		Nelson	Fla.	Senator	Democrat	inactive 
ShusterForPA9	Bill		Shuster	Pa.	House Candidate	Republican	inactive 
studlydevine	Bill		Devine	Md.	House Candidate	Republican	inactive 
TilghmanForMD	Bill		Tilghman	Md.	House Candidate	Democrat	inactive 
walkerforakgov	Bill		Walker	Alaska	Governor	Independent	
WilliamKeating	Bill		Keating	Mass.	House Candidate	Democrat	
auctnr1	Billy		Long	Mo.	House Representative	Republican	
BillyPrempeh	Billy		Prempeh	N.J.	House Candidate	Republican	inactive 
Earley4Congress	Billy		Earley	Calif.	House Candidate	Republican	inactive 
ForHibbitts	Billy		Hibbitts	Ky.	House Candidate	Democrat	inactive 
USRepLong	Billy		Long	Mo.	House Representative	Republican	
bimal2020	Bimal		Patel	Texas	House Candidate	Democrat	inactive 
blaineyoung	Blaine		Young	Md.	Gubernatorial Candidate	Republican	inactive 
LuetkemeyerB	Blaine		Luetkemeyer	Mo.	House Representative	Republican	
RepBlaine	Blaine		Luetkemeyer	Mo.	House Representative	Republican	
BlairWalsingham	Blair		Walsingham	Tenn.	House Candidate	Democrat	inactive 
Elect_Blake	Blake		Farenthold	Texas	House Candidate	Republican	inactive 
ElectBlakeMoore	Blake		Moore	Utah	House Candidate	Republican	
farenthold	Blake		Farenthold	Texas	House Representative	Republican	inactive 
RepBlakeMoore	Blake		Moore	Utah	House Representative	Republican	
bohessforus	Bo		Hess	N.C.	House Candidate	Democrat	
BoHines	Bo		Hines	N.C.	House Candidate	Republican	
MinerBo85	Bo		Copley	W.Va.	Senate Candidate	Republican	inactive 
Bob_Gibbs	Bob		Gibbs	Ohio	House Representative	Republican	
bobbarrcongress	Bob		Barr	Ga.	House Candidate	Republican	inactive 
bobbeauprez	Bob		Beauprez	Colo.	Gubernatorial Candidate	Republican	inactive 
BobCarrUSSenate	Bob		Carr	Mich.	Senate Candidate	Republican	inactive 
BobCorker	Bob		Corker	Tenn.	Senator	Republican	inactive 
bobelliott2020	Bob		Elliott	Calif.	House Candidate	Republican	inactive 
bobfilner	Bob		Filner	Calif.	House Representative	Democrat	inactive 
bobforgovernor	Bob		Stefanowski	Conn.	Gubernatorial Candidate	Republican	inactive 
BobGoodlatte6	Bob		Goodlatte	Va.	House Representative	Republican	inactive 
BobHugin	Bob		Hugin	N.J.	Senate Candidate	Republican	inactive 
BobLancia	Bob		Lancia	R.I.	House Candidate	Republican	inactive 
boblatta	Bob	G.	Latta	Ohio	House Representative	Republican	
bobmass	Bob		Massie	Mass.	Gubernatorial Candidate	Democrat	inactive 
BobMusselwhite	Bob		Musselwhite	Ariz.	House Candidate	Democrat	inactive 
BobOlsen2020	Bob		Olsen	Ariz.	House Candidate	Democrat	inactive 
BobPattersonSJ	Bob		Patterson	N.J.	House Candidate	Republican	inactive 
bobrackleff	Bob		Rackleff	Fla.	House Candidate	Democrat	inactive 
BobTurnerNY	Bob		Turner	N.Y.	House Representative	Republican	inactive 
BoRo71684016	Bob		Rogers	Ala.	House Candidate	Republican	inactive 
BradyforPhilly	Bob		Brady	Pa.	House Representative	Democrat	inactive 
CongBobFilner	Bob		Filner	Calif.	House Representative	Democrat	inactive 
flanders4senate	Bob		Flanders	R.I.	Senate Candidate	Republican	inactive 
GoodForCongress	Bob		Good	Va.	House Candidate	Republican	
HamiltonforKS	Bob		Hamilton	Kan.	Senate Candidate	Republican	inactive 
kerreybob	Bob		Kerrey	Neb.	Senate Candidate	Democrat	inactive 
latta4congress	Bob		Latta	Ohio	House Candidate	Republican	
paxilbob	Bob		Anderson	Minn.	Senate Candidate	Republican	inactive 
RepBobGibbs	Bob		Gibbs	Ohio	House Representative	Republican	
RepBobGood	Bob		Good	Va.	House Representative	Republican	
RepBrady	Bob		Brady	Pa.	House Representative	Democrat	inactive 
SenBobCorker	Bob		Corker	Tenn.	Senator	Republican	inactive 
SolomonForPA	Bob		Solomon	Pa.	House Candidate	Democrat	inactive 
USRepBobTurner	Bob		Turner	N.Y.	House Representative	Republican	inactive 
Bobby_Mahendra	Bobby		Mahendra	Nev.	Senate Candidate	Democrat	inactive 
Bobby_McKenzie	Bobby		McKenzie	Mich.	House Candidate	Democrat	inactive 
BobbyBliatout	Bobby		Bliatout	Calif.	House Candidate	Democrat	inactive 
BobbyBrightAL	Bobby		Bright	Ala.	House Candidate	Republican	inactive 
BobbyJindal	Bobby		Jindal	La.	Governor	Republican	inactive 
BobbyKaple	Bobby		Kaple	Ga.	House Candidate	Democrat	inactive 
BobbyLRushMC	Bobby	L.	Rush	Ill.	House Representative	Democrat	
bobbyrushfor1st	Bobby	L	Rush	Ill.	House Candidate	Democrat	
BobbySchilling	Bobby		Schilling	Iowa	House Candidate	Republican	inactive 
BobbyScott	Bobby		Scott	Va.	House Representative	Democrat	
BobbyScott4VA3	Bobby		Scott	Va.	House Candidate	Democrat	
reelectbobby	Bobby		Schilling	Ill.	House Representative	Republican	inactive 
RepBobbyRush	Bobby	L.	Rush	Ill.	House Representative	Democrat	
RepSchilling	Bobby		Schilling	Ill.	House Representative	Republican	inactive 
Bonnie4Congress	Bonnie	Watson	Coleman	N.J.	House Candidate	Democrat	
RepBonnie	Bonnie	Watson	Coleman	N.J.	House Representative	Democrat	
RepBWColeman	Bonnie	Watson	Coleman	N.J.	House Representative	Democrat	inactive 
BophaMalone	Bopha		Malone	Mass.	House Candidate	Democrat	inactive 
Boyce4Congress	Boyce		Adams	Miss.	House Candidate	Republican	inactive 
BoydMelson	Boyd		Melson	N.Y.	House Candidate	Democrat	inactive 
barron_ky	Brad		Barron	Ky.	Senate Candidate	Other	inactive 
BradAshford16	Brad		Ashford	Neb.	House Representative	Democrat	inactive 
BradAshford18	Brad		Ashford	Neb.	House Candidate	Democrat	inactive 
bradhutto	Brad		Hutto	S.C.	Senate Candidate	Democrat	inactive 
BradKlippert	Brad		Klippert	Wash.	House Candidate	Republican	
BradNamdar	Brad		Namdarkhan	Texas	House Candidate	Republican	
BradSherman	Brad		Sherman	Calif.	House Representative	Democrat	
BradSherman4SFV	Brad		Sherman	Calif.	House Candidate	Democrat	
bradwenstrup	Brad		Wenstrup	Ohio	House Candidate	Republican	
RepBradAshford	Brad		Ashford	Neb.	House Representative	Democrat	inactive 
RepBradWenstrup	Brad		Wenstrup	Ohio	House Representative	Republican	
RepSchneider	Brad		Schneider	Ill.	House Representative	Democrat	
Schneider4IL10	Brad		Schneider	Ill.	House Representative	Democrat	
SvensonBrad	Brad		Svenson	Minn.	House Candidate	Other	inactive 
bradford_votes	Bradford	County	Elections	Fla.	Local Agency	Other	inactive 
BradleyByrne	Bradley		Byrne	Ala.	Senate Candidate	Republican	inactive 
Griff4Congress	Bradley		Griffin	Ga.	House Candidate	Republican	inactive 
RepByrne	Bradley		Byrne	Ala.	House Representative	Republican	inactive 
BradyDukeFL	Brady		Duke	Fla.	House Candidate	Republican	
BrandaunDean	Brandaun		Dean	Ala.	Senate Candidate	Democrat	
batchfortexas	Brandon		Batch	Texas	House Candidate	Republican	inactive 
BeachforGA	Brandon		Beach	Ga.	House Candidate	Republican	inactive 
BrandonDeHartAZ	Brandon		DeHart	Ariz.	House Candidate	Republican	
brown_congress	Brandon		Brown	S.C.	House Candidate	Democrat	inactive 
Cook4USHouse	Brandon		Cook	Wis.	House Candidate	Republican	inactive 
Mosely4Congress	Brandon		Mosely	Calif.	House Candidate	Democrat	
PathForFreedom	Brandon		Martin	Ariz.	House Candidate	Republican	inactive 
DrRadForSenate	Branko		Radulovacki	Ga.	Senate Candidate	Democrat	inactive 
BeeKay4ME	Bre		Kidman	Maine	Senate Candidate	Democrat	inactive 
BLRforSenate	Brenda		Rodriguez	N.C.	Senate Candidate	Other	
BrendaLLawrence	Brenda		Lawrence	Mich.	House Candidate	Democrat	
RepLawrence	Brenda		Lawrence	Mich.	House Representative	Democrat	
VoteBrendaJones	Brenda		Jones	Mich.	House Candidate	Democrat	inactive 
VoteBrendaLopez	Brenda	Lopez	Romero	Ga.	House Candidate	Republican	inactive 
Boyle4PA	Brendan		Boyle	Pa.	House Representative	Democrat	
CongBoyle	Brendan		Boyle	Pa.	House Representative	Democrat	
Doherty2012	Brendan		Doherty	R.I.	House Candidate	Republican	inactive 
Kelly4SouthrnIL	Brendan		Kelly	Ill.	House Candidate	Democrat	inactive 
RepBrendanBoyle	Brendan		Boyle	Pa.	House Representative	Democrat	
KelleyOH14	Brenden		Kelley	Ohio	House Candidate	Democrat	inactive 
beal2018	Brent		Beal	Texas	House Candidate	Democrat	inactive 
bhennrich	Brent		Hennrich	Wash.	House Candidate	Democrat	
BrentCenters	Brent		Centers	Ohio	House Candidate	Republican	
brentroske	Brent		Roske	Calif.	House Candidate	Independent	inactive 
BrentWelder	Brent		Welder	Kan.	House Candidate	Democrat	inactive 
BrentWhaleyMN	Brent		Whaley	Minn.	House Candidate	Republican	inactive 
brettguthrie	Brett		Guthrie	Ky.	House Candidate	Republican	
brettk80	Brett		Kokinadis	N.M.	House Candidate	Republican	inactive 
RepGuthrie	Brett		Guthrie	Ky.	House Representative	Republican	
votebrevard	Brevard	County	Elections	Fla.	Local Agency	Other	inactive 
Babin4Congress	Brian		Babin	Texas	House Representative	Republican	
becongress	Brian		Evans	Hawaii	House Candidate	Republican	inactive 
BilbrayCA50	Brian		Bilbray	Calif.	House Representative	Republican	inactive 
bperras12	Brian		Perras	Calif.	House Candidate	Republican	inactive 
Brian4Georgia	Brian		Reese	Ga.	House Candidate	Democrat	inactive 
briancalley	Brian		Calley	Mich.	Gubernatorial Candidate	Republican	inactive 
BrianCarrollSFV	Brian		Carroll	Calif.	House Candidate	Democrat	inactive 
BrianDWhelan	Brian	Daniel	Whelan	Calif.	House Candidate	Republican	inactive 
BrianFitzUSA	Brian		Fitzpatrick	Pa.	House Representative	Republican	
brianflynnus	Brian		Flynn	N.Y.	House Candidate	Democrat	inactive 
BrianForde	Brian		Forde	Calif.	House Candidate	Democrat	inactive 
BrianKempGA	Brian		Kemp	Ga.	Gubernatorial Candidate	Republican	
brianlmaryott	Brian		Maryott	Calif.	House Candidate	Republican	inactive 
BrianMastFL	Brian		Mast	Fla.	House Representative	Republican	
BrianNestande	Brian		Nestande	Calif.	House Candidate	Republican	inactive 
BrianSandoval	Brian		Sandoval	Nev.	Governor	Republican	inactive 
briansantamaria	Brian	Santa	Maria	Minn.	House Candidate	Democrat	inactive 
brianschatz	Brian		Schatz	Hawaii	Senator	Democrat	
brianschweitzer	Brian		Schweitzer	Mont.	Governor	Democrat	inactive 
Burley4Congress	Brian		Burley	Calif.	House Candidate	Republican	inactive 
BurnsUSA	Brian		Burns	Ill.	House Candidate	Democrat	inactive 
ElectBrianAllen	Brian		Allen	Pa.	House Candidate	Democrat	
electbrianjones	Brian		Jones	Calif.	House Candidate	Republican	inactive 
Ewert4Congress	Brian		Ewert	Wis.	House Candidate	Democrat	inactive 
FitzherbertNJ02	Brian		Fitzherbert	N.J.	House Candidate	Republican	inactive 
GovSandoval	Brian		Sandoval	Nev.	Governor	Republican	inactive 
HerrForSenate	Brian		Herr	Mass.	Senate Candidate	Republican	inactive 
Higgins4WNY	Brian		Higgins	N.Y.	House Representative	Democrat	
JayeForMI	Brian		Jaye	Mich.	House Candidate	Democrat	
KansasBrian	Brian		Matlock	Kan.	Senate Candidate	Republican	inactive 
parkerfly	Brian		Kresge	Maine	House Candidate	Other	inactive 
realpastorbrian	Brian		Hawkins	Calif.	House Candidate	Republican	
RepBrianBabin	Brian		Babin	Texas	House Representative	Republican	
RepBrianFitz	Brian		Fitzpatrick	Pa.	House Representative	Republican	
RepBrianHiggins	Brian		Higgins	N.Y.	House Candidate	Democrat	
RepBrianMast	Brian		Mast	Fla.	House Representative	Republican	
SenBrianSchatz	Brian		Schatz	Hawaii	Senator	Democrat	
TeamNestande	Brian		Nestande	Calif.	House Candidate	Republican	inactive 
votemerlen	Brian		Merlen	Conn.	House Candidate	Democrat	
voteslowinski	Brian		Slowinski	Ga.	Senate Candidate	Other	inactive 
UrbinaForUs	Briana		Urbina	Md.	House Candidate	Democrat	inactive 
BriannaWu	Brianna		Wu	Mass.	House Candidate	Democrat	inactive 
bridgetmfleming	Bridget		Fleming	N.Y.	House Candidate	Democrat	
Britt4Congress	Brittany		DeBarros	N.Y.	House Candidate	Democrat	
BrowardVotes	Broward	County	SOE	Fla.	Local Agency	Other	inactive 
Bruce_Blakeman	Bruce		Blakeman	N.Y.	House Candidate	Republican	inactive 
bruce_westerman	Bruce		Westerman	Ark.	House Representative	Republican	
BruceBraley	Bruce		Bailey	Iowa	House Representative	Democrat	inactive 
BrucePoliquin	Bruce		Poliquin	Maine	House Representative	Republican	
BruceRauner	Bruce		Rauner	Ill.	Governor	Republican	inactive 
DrBruceFischer	Bruce		Fischer	S.C.	House Candidate	Democrat	inactive 
GovRauner	Bruce		Rauner	Ill.	Governor	Republican	
RepPoliquin	Bruce		Poliquin	Maine	House Representative	Republican	inactive 
RepWesterman	Bruce		Westerman	Ark.	House Representative	Republican	
TeamBraley	Bruce		Braley	Iowa	Senate Candidate	Democrat	inactive 
WestermanAR	Bruce		Westerman	Ark.	House Representative	Republican	
BryanCaforio	Bryan		Caforio	Calif.	House Candidate	Democrat	inactive 
BryanOsorio2022	Bryan		Osorio	Calif.	House Candidate	Democrat	
BryanSmithID2	Bryan		Smith	Idaho	House Candidate	Republican	inactive 
BryanSteil	Bryan		Steil	Wis.	House Candidate	Republican	
BryanSteilforWI	Bryan		Steil	Wis.	House Candidate	Republican	inactive 
pruitt4kansas	Bryan		Pruitt	Kan.	Senate Candidate	Republican	inactive 
pubtheologian	Bryan		Berghoef	Mich.	House Candidate	Democrat	inactive 
RepBryanSteil	Bryan		Steil	Wis.	House Representative	Republican	
wittforprogress	Bryan		Witt	Calif.	House Candidate	Democrat	inactive 
BrynneSpeak	Brynne		Kennedy	Calif.	House Candidate	Democrat	inactive 
BuckMcKeon	Buck		McKeon	Calif.	House Representative	Republican	inactive 
Buddy_Carter	Buddy		Carter	Ga.	House Candidate	Republican	
BuddyRoemer	Buddy		Roemer	Calif.	Presidential Candidate	Republican	inactive 
Carter4Congress	Buddy		Carter	Ga.	House Representative	Republican	
RepBuddyCarter	Buddy		Carter	Ga.	House Representative	Republican	
BudgetGOP	Budget		GOP	D.C.	Congressional committee	Republican	
TravisBullJohn1	Bull		Johnson	Minn.	House Candidate	Other	
BuncombeCoVotes	Buncombe	County	Elections	N.C.	Local Agency	Other	inactive 
BurgessOwens	Burgess		Owens	Utah	House Candidate	Republican	
RepBurgessOwens	Burgess		Owens	Utah	House Representative	Republican	
ButchOtter	Butch	Butch	Otter	Idaho	Governor	Republican	
OtterforIdaho	Butch		Otter	Idaho	Governor	Republican	
BuzzPatterson	Buzz		Patterson	Calif.	House Candidate	Republican	inactive 
alohaincongress	Byron		McCorriston	Hawaii	House Candidate	Other	inactive 
ByronDonalds	Byron		Donalds	Fla.	House Candidate	Republican	
ByronMallott	Byron		Mallott	Alaska	Gubernatorial Candidate	Democrat	inactive 
RepDonaldsPress	Byron		Donalds	Fla.	House Representative	Republican	inactive 
cAntonioDelgado	C	Antonio	Delgado	Calif.	House Candidate	Republican	inactive 
CalforNC	Cal		Cunningham	N.C.	Senate Candidate	Democrat	inactive 
